movieId,title,genres
114795,Dracula Untold (2014),Action|Drama|Fantasy
114847,Autómata (Automata) (2014),Sci-Fi|Thriller
114849,The Prince (2014),Action|Thriller
114935,Predestination (2014),Action|Mystery|Sci-Fi|Thriller
115122,What We Do in the Shadows (2014),Comedy|Horror
115149,John Wick (2014),Action|Thriller
115170,"Judge, The (2014)",Drama
115174,Love Is Strange (2014),Drama
115210,Fury (2014),Action|Drama|War
115216,"Salvation, The (2014)",Drama|Western
115231,St. Vincent (2014),Comedy
115235,Young Ones (2014),Drama|Sci-Fi|Western
115502,"Rewrite, The (2014)",Comedy|Romance
115569,Nightcrawler (2014),Crime|Drama|Thriller
115617,Big Hero 6 (2014),Action|Animation|Comedy
115713,Ex Machina (2015),Drama|Sci-Fi|Thriller
115824,Mr. Turner (2014),Drama
115921,Dead in Tombstone (2013),Action|Fantasy|Horror
115923,Seal Team Eight: Behind Enemy Lines (2014),Action|Drama|War
116036,Children of the Corn: Revelation (2001),Horror|Thriller
116080,Torture Garden (1967),Horror
116136,Olive Kitteridge (2014),Drama
116138,Leviathan (2014),Drama
116161,Foxcatcher (2014),Drama
116716,Young Cassidy (1965),Drama
116781,Serena (2014),Drama
116797,The Imitation Game (2014),Drama|Thriller|War
116799,Inherent Vice (2014),Comedy|Crime|Drama|Mystery|Romance
116823,The Hunger Games: Mockingjay - Part 1 (2014),Adventure|Sci-Fi|Thriller
116887,Exodus: Gods and Kings (2014),Action|Adventure|Drama
116897,Wild Tales (2014),Comedy|Drama|Thriller
116977,Dumb and Dumber To (2014),Comedy
117107,Miss Meadows (2014),Drama
117123,Dear White People (2014),Comedy|Drama
117176,The Theory of Everything (2014),Drama|Romance
117364,Virunga (2014),Documentary|War
117368,The Madagascar Penguins in a Christmas Caper (2005),Animation|Comedy
117438,When Marnie Was There (2014),Animation|Drama
117440,Lupin the 3rd (2014),Action|Adventure|Comedy
117444,Song of the Sea (2014),Animation|Children|Fantasy
117456,Beyond the Lights (2014),Drama
117511,Hello Ladies: The Movie (2014),Comedy
117517,Listen Up Philip (2014),Drama
117529,Jurassic World (2015),Action|Adventure|Sci-Fi|Thriller
117533,Citizenfour (2014),Documentary
117590,Horrible Bosses 2 (2014),Comedy|Crime
117598,Diary of a Madman (1963),Horror
117750,The Real Glory (1939),War
117851,Penguins of Madagascar (2014),Adventure|Animation|Children|Comedy
117867,'71 (2014),Action|Drama|Thriller|War
117881,Still Alice (2014),Drama
117887,Paddington (2014),Children|Comedy
117895,Maze Runner: Scorch Trials (2015),Action|Thriller
118082,The Voices (2014),Comedy|Crime|Thriller
118246,Clouds of Sils Maria (2014),Drama
118248,Dying of the Light (2014),Drama|Thriller
118338,Hard to Be a God (2013),Sci-Fi
118354,Kill the Messenger (2014),Crime|Drama|Mystery|Thriller
118576,Shy People (1987),Drama
118696,The Hobbit: The Battle of the Five Armies (2014),Adventure|Fantasy
118700,Selma (2014),Drama
118702,Unbroken (2014),Drama|War
118706,Black Sea (2015),Adventure|Mystery|Thriller
118760,The Good Lie (2014),Drama
118880,"Girl Walks Home Alone at Night, A (2014)",Horror|Romance|Thriller
118888,Dave Chappelle: For What it's Worth (2004),Comedy
118898,A Most Violent Year (2014),Action|Crime|Drama|Thriller
118900,Wild (2014),Drama
118924,Top Five (2014),Comedy
118930,Bill Burr: I'm Sorry You Feel That Way (2014),Comedy
118972,Don't Blink (2014),Horror|Mystery|Sci-Fi
118985,Big Eyes (2014),Drama
118997,Into the Woods (2014),Children|Comedy|Fantasy|Musical
119141,The Interview (2014),Action|Comedy
119145,Kingsman: The Secret Service (2015),Action|Adventure|Comedy|Crime
119155,Night at the Museum: Secret of the Tomb (2014),Adventure|Children|Comedy|Fantasy
119625,Ex-Lady (1933),Comedy|Drama
120110,Jauja (2014),Drama|Western
120132,Annie (2014),Children|Comedy|Drama|Musical
120138,PK (2014),Comedy|Drama|Fantasy|Mystery|Romance
120400,Free Ride (2013),Action|Drama|Thriller
120466,Chappie (2015),Action|Thriller
120478,The Salt of the Earth (2014),Documentary
120625,The Fool (2014),Drama
120635,Taken 3 (2015),Action|Crime|Thriller
120637,Blackhat (2015),Action|Crime|Drama|Mystery|Thriller
120799,Terminator Genisys (2015),Action|Adventure|Sci-Fi|Thriller
121135,Nurse 3D (2013),Horror|Thriller
121231,It Follows (2014),Horror
121239,A Life in Dirty Movies (2013),Documentary
121308,Goodbye to Language 3D (2014),Drama
122131,Half of a Yellow Sun (2013),Drama|Romance
122308,Ricky Gervais: Out of England - The Stand-Up Special (2008),Comedy
122795,The Millionairess (1960),Comedy|Romance
122882,Mad Max: Fury Road (2015),Action|Adventure|Sci-Fi|Thriller
122886,Star Wars: Episode VII - The Force Awakens (2015),Action|Adventure|Fantasy|Sci-Fi
122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi
122900,Ant-Man (2015),Action|Adventure|Sci-Fi
122902,Fantastic Four (2015),Action|Adventure|Fantasy|Sci-Fi
123107,The Phantom of the Opera (1990),Drama|Mystery|Romance|Thriller
124180,High Wall (1947),Crime|Drama
124320,Once a Thief (1965),Crime|Drama|Thriller
124442,"No God, No Master (2014)",Crime|Drama|Thriller
124859,The Gambler (2014),Crime|Drama|Thriller
124867,Justice League: Throne of Atlantis (2015),Action|Animation
125906,Ned Rifle (2014),Drama
125914,Mortdecai (2015),Adventure|Comedy|Mystery|Romance
125916,Fifty Shades of Grey (2015),Drama|Romance
126430,The Pacific (2010),Action|Adventure|Drama|War
126929,Li'l Quinquin (    ),(no genres listed)
126933,These Amazing Shadows (2011),Documentary
127052,Operation 'Y' & Other Shurik's Adventures (1965),Comedy|Crime|Romance
127096,Project Almanac (2015),Sci-Fi|Thriller
127098,Louis C.K.: Live at The Comedy Store (2015),Comedy
127108,Brooklyn (2015),Comedy|Drama|Romance
127114,The End of the Tour (2015),Drama
127124,I'll See You in My Dreams (2015),Comedy|Drama
127146,Kurt Cobain: Montage of Heck (2015),Documentary
127152,Going Clear: Scientology and the Prison of Belief (2015),Documentary
127164,"What Happened, Miss Simone? (2015)",Documentary
127186,Girlhood (2014),Drama
127198,Dope (2015),Comedy|Drama
127202,Me and Earl and the Dying Girl (2015),Drama
127208,Results (2015),Comedy|Romance
127315,Alien Outpost (2014),Action|Sci-Fi|Thriller
127323,Vice (2015),Action|Adventure|Sci-Fi|Thriller
128360,The Hateful Eight (2015),Western
128488,Wild Card (2015),Action|Crime|Drama|Thriller
128671,Timbuktu (2014),Drama
128695,The Dark Valley (2014),Western
128838,Crimson Peak (2015),Horror
128975,Hot Tub Time Machine 2 (2015),Comedy|Sci-Fi
128991,Johnny Express (2014),Animation|Comedy|Sci-Fi
129011,Eddie Izzard: Glorious (1997),Comedy
129239,The Monkey Hustle (1976),Action
129354,Focus (2015),Comedy|Crime|Drama|Romance
129401,Kevin Smith: Sold Out - A Threevening with Kevin Smith (2008),Comedy|Documentary
129428,The Second Best Exotic Marigold Hotel (2015),Comedy|Drama
129514,George Carlin: It's Bad for Ya! (2008),Comedy
129701,The Aztec Mummy Against the Humanoid Robot (1958),Adventure|Horror|Sci-Fi
129937,Run All Night (2015),Action|Crime|Drama|Thriller
130083,Kidnapping Mr. Heineken (2015),Action|Crime|Drama|Thriller
130452,While We're Young (2014),Comedy|Drama
130490,Insurgent (2015),Action|Sci-Fi|Thriller
130518,The Amazing Screw-On Head (2006),Action|Adventure|Animation|Comedy|Sci-Fi
130520,Home (2015),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
130578,"Gunman, The (2015)",Action|Thriller
130634,Furious 7 (2015),Action|Crime|Thriller
130784,The Whisperer in Darkness (2011),Horror|Mystery|Sci-Fi|Thriller
130840,Spring (2015),Horror|Romance|Sci-Fi
130956,Child 44 (2015),Crime|Thriller
130970,George Carlin: Life Is Worth Losing (2005),Comedy
130988,A Little Chaos (2014),Drama|Romance
131013,Get Hard (2015),Comedy|Crime
131050,Stargate SG-1 Children of the Gods - Final Cut (2009),Adventure|Sci-Fi|Thriller
131258,The Pirates (2014),Adventure
131444,Rurouni Kenshin: The Legend Ends (2014),Action|Adventure|Drama
131446,Rurouni Kenshin: Kyoto Inferno (2014),Action|Adventure|Animation|Drama
131502,A Wolf at the Door (2013),Drama|Thriller
131656,Shaun the Sheep Movie (2015),Adventure|Animation|Children
131724,The Jinx: The Life and Deaths of Robert Durst (2015),Documentary
131739,Batman vs. Robin (2015),Action|Adventure|Animation
131796,Woman in Gold (2015),Drama
131842,Cut Bank (2014),Thriller
131920,The Road Within (2014),Comedy|Drama
132046,Tomorrowland (2015),Adventure|Sci-Fi
132146,The Harvest (2013),Drama|Thriller
132157,Paul Blart: Mall Cop 2 (2015),Action|Comedy|Crime
132381,The Admiral: Roaring Currents (2014),Action|Drama|War
132430,Man from Reno (2014),Crime|Mystery|Thriller
132486,The Liberator (2013),Drama
132492,Sinatra: All or Nothing at All (2015),Documentary
132796,San Andreas (2015),Action|Drama|Thriller
132800,Welcome to Me (2014),Comedy|Drama
132883,Testament of Youth (2014),Drama|War
132961,Far from the Madding Crowd (2015),Drama
132991,No Tears for the Dead (2014),Action|Thriller
133195,Hitman: Agent 47 (2015),Action|Crime|Thriller
133345,The Mad Monster (1942),Drama|Horror|Romance
133419,Pitch Perfect 2 (2015),Comedy
133545,Just Before I Go (2014),Comedy|Drama
133583,Bessie (2015),Drama
133798,Hot Pursuit (2015),Action|Comedy
133832,The Green Inferno (2014),Horror|Thriller
134130,"Martian, The (2015)",Action|Adventure|Sci-Fi
134170,Kung Fury (2015),Action|Comedy|Fantasy|Sci-Fi
134204,A Hard Day (2014),Action|Crime|Thriller
134248,Hot Girls Wanted (2015),Documentary
134368,Spy (2015),Action|Comedy
134393,Trainwreck (2015),Comedy
134601,Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau (2014),Documentary
134783,Entourage (2015),Comedy
134853,Inside Out (2015),Animation|Children|Comedy
134881,Love & Mercy (2015),Drama
135133,The Hunger Games: Mockingjay - Part 2 (2015),Adventure
135288,Mr. Holmes (2015),Crime|Drama|Mystery
135456,Ghost in the Shell: Stand Alone Complex - The Laughing Man (2005),Action|Animation|Crime|Sci-Fi
135460,Pablo (2012),(no genres listed)
135504,Little Boy (2015),Comedy|Drama|War
135532,The Last Witch Hunter (2015),Action|Adventure|Fantasy
135534,Krampus (2015),Comedy|Fantasy|Horror
135861,Ted 2 (2015),Comedy
135887,Minions (2015),Adventure|Animation|Children|Comedy
136018,Black Mass (2015),Crime|Drama
136020,Spectre (2015),Action|Adventure|Crime
136445,George Carlin: Back in Town (1996),Comedy
136447,George Carlin: You Are All Diseased (1999),Comedy
136562,Steve Jobs (2015),Drama
136564,Macbeth (2015),Drama
136598,Vacation (2015),Adventure|Comedy
136654,The Face of an Angel (2015),Drama
136800,Robot Overlords (2014),Action|Adventure|Sci-Fi
136890,Eastern Boys (2014),Drama
138036,"Man from U.N.C.L.E., The (2015)",Action|Adventure|Comedy
138104,Justice League: Gods and Monsters (2015),Action|Animation
138206,Echoes of War (2015),Drama|Thriller|Western
138702,Feast (2014),Animation|Children|Comedy|Drama|Romance
138863,The Big Broadcast of 1936 (1935),(no genres listed)
138914,The Sorcerers (1967),Horror
138952,Scooby-Doo! And Kiss: Rock and Roll Mystery (2015),Animation|Children
139385,The Revenant (2015),Adventure|Drama
139415,Irrational Man (2015),Drama
139620,Everything's Gonna Be Great (1998),Adventure|Children|Comedy|Drama
139642,Southpaw (2015),Action|Drama
139644,Sicario (2015),Crime|Drama|Mystery
139747,Before We Go (2014),Romance
139920,Women of the Prehistoric Planet (1966),Action|Adventure|Sci-Fi
140098,Runoff (2015),Drama
140110,"Intern, The (2015)",Comedy
140247,The Gift (2015),Drama|Horror
140265,George Carlin: Jammin' in New York (1992),Comedy
140711,American Ultra (2015),Action|Comedy
140715,Straight Outta Compton (2015),Drama
140725,Cop Car (2015),Thriller
140737,The Lost Room (2006),Action|Fantasy|Mystery
140777,Pasolini (2015),Drama
140816,Tangerine (2015),Comedy|Drama
140820,Air (2015),Sci-Fi|Thriller
141305,Round Trip to Heaven (1992),(no genres listed)
141432,Sweet Red Bean Paste (2015),Drama
141472,The 50 Year Argument (2014),(no genres listed)
141688,Legend (2015),Crime|Thriller
142074,Knock Knock (2015),Horror|Thriller
142448,Everest (2015),Adventure|Drama|Thriller
142488,Spotlight (2015),Thriller
142507,Pawn Sacrifice (2015),Drama
142536,Burnt (2015),Drama
142550,Ryuzo and the Seven Henchmen (2015),Action|Comedy
142562,The Ceremony (2014),Documentary
142566,Sarusuberi: Miss Hokusai (2015),Animation
142973,Ice and the Sky (2015),Documentary
143031,Jump In! (2007),Comedy|Drama|Romance
143257,Ashby (2015),Comedy|Drama
143385,Bridge of Spies (2015),Drama|Thriller
143709,The Take (2009),(no genres listed)
143882,Operator (2015),Action|Drama|Thriller
144482,Circle (2015),Drama|Horror|Sci-Fi
144656,The Measure of a Man (2015),Drama
144976,Bone Tomahawk (2015),Horror|Western
146344,Elämältä kaiken sain (    ),Comedy|Drama
146656,Creed (2015),Drama
146684,Cosmic Scrat-tastrophe (2015),Animation|Children|Comedy
146878,Le Grand Restaurant (1966),Comedy
148238,A Very Murray Christmas (2015),Comedy
148626,The Big Short (2015),Drama
149532,Marco Polo: One Hundred Eyes (2015),(no genres listed)
